update,total_loss,policy_loss,value_loss,entropy
597,-0.0183,-0.0071,0.0041,1.3306
598,-0.0107,-0.0022,0.0096,1.3297
599,-0.0045,-0.0033,0.0243,1.329
600,-0.0083,-0.0025,0.0149,1.3273
601,-0.0098,-0.0019,0.0107,1.3297
602,-0.0176,-0.0057,0.0029,1.3293
603,-0.0105,-0.0031,0.0116,1.3284
604,-0.0169,-0.0053,0.0032,1.3286
605,-0.0126,-0.0019,0.0052,1.3292
606,-0.0105,-0.0009,0.0073,1.3296
607,-0.0155,-0.0068,0.0092,1.3298
608,-0.0113,-0.0016,0.0072,1.3298
609,-0.0165,-0.0052,0.004,1.3301
610,-0.0017,0.0092,0.0047,1.3289
611,-0.0114,-0.0026,0.009,1.3292
612,-0.0125,-0.001,0.0037,1.3286
613,-0.0084,-0.0048,0.0194,1.3294
614,-0.0179,-0.0064,0.0036,1.3305
615,-0.0134,-0.0036,0.0072,1.3312
616,-0.0129,-0.0013,0.0033,1.3297
617,-0.0097,-0.0013,0.0098,1.331
618,-0.0104,-0.0014,0.0085,1.3309
619,-0.0102,-0.0066,0.0194,1.3306
620,-0.002,0.0097,0.0031,1.3319
621,-0.0172,-0.0067,0.0056,1.3296
622,-0.0155,-0.0037,0.0031,1.3289
623,-0.012,-0.0026,0.0079,1.3294
624,-0.0118,-0.001,0.0049,1.3291
625,-0.0088,-0.0016,0.0123,1.3316
626,-0.0105,-0.0015,0.0085,1.3323
627,-0.0146,-0.0035,0.0044,1.3319
628,-0.0155,-0.0057,0.0071,1.3294
629,-0.0143,-0.0052,0.0084,1.3306
630,-0.0181,-0.0074,0.0053,1.3319
631,-0.0129,-0.0034,0.0077,1.3296
632,-0.0184,-0.0068,0.0033,1.3281
633,-0.0093,0.0,0.0079,1.3286
634,-0.0204,-0.0093,0.0044,1.3294
635,-0.0216,-0.012,0.0074,1.3293
636,-0.0078,0.0041,0.0029,1.3286
637,-0.0054,-0.0027,0.0211,1.3289
638,0.0131,0.0002,0.0524,1.3308
639,0.0038,-0.0052,0.0446,1.3316
640,-0.0104,-0.0003,0.0065,1.332
641,-0.0117,-0.0053,0.0138,1.3267
642,-0.0167,-0.0051,0.0032,1.326
643,-0.0106,0.0002,0.005,1.3266
644,-0.0118,-0.0007,0.0044,1.3273
645,-0.0146,-0.0037,0.0048,1.3272
646,-0.0141,-0.0031,0.0045,1.3264
647,-0.0147,-0.005,0.0073,1.3268
648,-0.0165,-0.0051,0.0037,1.3269
649,-0.0076,-0.0007,0.0128,1.3281
650,-0.0057,0.0033,0.0086,1.3294
651,-0.0094,-0.0009,0.0096,1.328
652,-0.009,-0.002,0.0124,1.3271
653,-0.0032,0.0007,0.0188,1.3288
654,-0.0152,-0.0039,0.004,1.3293
655,-0.0131,-0.0038,0.0082,1.3313
656,-0.0165,-0.0045,0.0024,1.3299
657,-0.0146,-0.0033,0.0039,1.3301
658,-0.0144,-0.0033,0.0044,1.3305
659,-0.0103,0.0006,0.0047,1.3312
660,-0.0086,0.0039,0.0015,1.3297
661,-0.0081,-0.001,0.0125,1.3319
662,-0.0143,-0.0021,0.0021,1.3308
663,-0.0112,-0.0028,0.0099,1.3314
664,-0.0103,-0.003,0.012,1.3322
665,-0.0098,-0.0026,0.0122,1.3337
666,-0.0135,-0.0035,0.0068,1.333
667,0.0087,-0.0042,0.0523,1.3339
668,0.0153,0.0036,0.05,1.3348
669,0.0045,0.0026,0.0305,1.3363
670,-0.005,0.0062,0.0044,1.3355
671,-0.0176,-0.0067,0.0048,1.3328
672,-0.0144,-0.0047,0.0073,1.3319
673,-0.0164,-0.0066,0.007,1.3316
674,-0.0101,0.0001,0.0062,1.3322
675,-0.008,-0.0007,0.0119,1.3332
676,-0.0128,-0.0024,0.0058,1.3341
677,-0.006,0.0009,0.0128,1.3341
678,-0.0129,-0.004,0.0089,1.3343
679,-0.0079,-0.0007,0.0123,1.3343
680,-0.0076,-0.0025,0.0166,1.3354
681,-0.0092,-0.0009,0.01,1.3339
682,-0.0144,-0.0025,0.003,1.3326
683,-0.0077,-0.0048,0.0209,1.3329
684,0.0011,0.0003,0.0283,1.3347
685,0.0022,-0.001,0.0332,1.3357
686,-0.0045,-0.0015,0.0206,1.3346
687,-0.0185,-0.0071,0.0039,1.3344
688,-0.0182,-0.007,0.0042,1.3336
689,-0.0161,-0.0065,0.0076,1.3327
690,-0.0274,-0.0151,0.0021,1.3339
691,-0.0154,-0.0055,0.0069,1.3318
692,-0.0149,-0.0066,0.0099,1.3301
693,-0.0085,0.0017,0.0061,1.3279
694,-0.0116,-0.0023,0.008,1.3274
695,-0.0115,0.0,0.0035,1.3294
696,-0.0176,-0.0092,0.0097,1.3281
697,-0.0162,-0.005,0.0042,1.3283
698,-0.007,-0.0006,0.0138,1.3276
699,-0.0102,-0.0017,0.0094,1.327
700,-0.0081,0.0035,0.0034,1.3266
701,-0.0093,0.0002,0.0074,1.3264
702,-0.0151,-0.0051,0.0065,1.3249
703,-0.0142,-0.0035,0.005,1.3259
704,-0.0109,-0.0034,0.0116,1.3259
705,-0.011,-0.0062,0.017,1.3275
706,0.0014,-0.0048,0.039,1.3282
707,0.0006,-0.0013,0.0303,1.3293
708,-0.0089,-0.0017,0.0121,1.3263
709,-0.0051,-0.0022,0.0206,1.3254
710,-0.027,-0.015,0.0024,1.3274
711,-0.0158,-0.0064,0.0077,1.3234
712,-0.0158,-0.0042,0.0034,1.3213
713,0.0004,-0.0019,0.0312,1.3222
714,0.0079,-0.0035,0.0493,1.3273
715,0.0101,-0.0019,0.0506,1.3296
716,0.0,-0.0017,0.0301,1.3266
717,-0.0046,0.0013,0.0147,1.3245
718,-0.0165,-0.0058,0.005,1.3222
719,-0.0105,-0.0037,0.0129,1.3218
720,-0.0139,-0.0029,0.0046,1.3244
721,-0.0025,0.0007,0.0199,1.3207
722,-0.0149,-0.0042,0.0051,1.3196
723,-0.0071,-0.0045,0.0212,1.3208
724,0.001,0.0016,0.0253,1.3237
725,-0.0136,-0.0069,0.013,1.3224
726,0.0044,-0.0003,0.0359,1.3236
727,0.0004,0.0013,0.0245,1.3245
728,-0.0114,-0.0025,0.0087,1.3222
729,-0.0216,-0.0104,0.0039,1.3204
730,-0.0213,-0.009,0.0018,1.3213
731,-0.0126,-0.0055,0.0122,1.3194
732,-0.0147,-0.0039,0.0047,1.3176
733,-0.0148,-0.0043,0.0053,1.3181
734,-0.0112,-0.0001,0.0042,1.3183
735,-0.0095,0.0003,0.007,1.3208
736,-0.0178,-0.0098,0.0105,1.3213
737,-0.0118,-0.0028,0.0085,1.3205
738,-0.0118,-0.0035,0.0098,1.3192
739,-0.0156,-0.0051,0.0055,1.3194
740,-0.0335,-0.022,0.0033,1.3201
741,-0.0052,-0.0026,0.0209,1.3161
742,-0.0185,-0.0072,0.0038,1.3148
743,-0.0032,0.0002,0.0195,1.3166
744,-0.0031,0.0024,0.0153,1.3177
745,-0.0085,0.0001,0.0092,1.3176
746,-0.0078,0.0001,0.0105,1.3162
747,-0.0086,-0.0031,0.0154,1.3168
748,-0.011,-0.0013,0.007,1.317
749,-0.0173,-0.006,0.0036,1.3155
750,-0.0067,0.0056,0.0018,1.3165
751,-0.0102,-0.0024,0.0107,1.3139
752,-0.0129,-0.0014,0.0033,1.3133
753,-0.0056,-0.0008,0.0167,1.3142
754,-0.0085,-0.0,0.0094,1.3157
755,-0.014,-0.0052,0.0086,1.3174
756,-0.0129,-0.0057,0.0119,1.3181
757,-0.0102,-0.0039,0.0138,1.3177
758,-0.0096,0.0018,0.0034,1.3163
759,-0.0155,-0.0042,0.0038,1.3181
760,-0.0045,0.0067,0.004,1.3197
761,-0.0174,-0.0076,0.0067,1.3157
762,-0.0211,-0.0102,0.0045,1.3151
763,-0.0035,0.0014,0.0164,1.3159
764,-0.0102,-0.0017,0.0094,1.319
765,0.0017,0.001,0.0277,1.3193
766,-0.0127,-0.0019,0.0048,1.3163
767,-0.0107,-0.0005,0.0058,1.3172
768,-0.0184,-0.0066,0.0027,1.3172
769,-0.0009,0.0015,0.0215,1.3178
770,0.009,0.0101,0.0241,1.3202
771,-0.0059,0.0013,0.0118,1.318
772,-0.0187,-0.0069,0.0028,1.3185
773,-0.0079,0.0014,0.0078,1.3192
774,-0.0154,-0.0051,0.0058,1.3222
775,-0.01,-0.0026,0.0117,1.3219
776,-0.0161,-0.0044,0.0031,1.3198
777,-0.0065,0.0004,0.0126,1.3194
778,-0.0122,-0.0039,0.0098,1.3203
779,0.0092,0.0016,0.0417,1.3239
780,-0.0187,-0.0081,0.0053,1.3268
781,-0.0099,-0.0085,0.0237,1.319
782,-0.0125,-0.0035,0.0083,1.3175
783,-0.0041,-0.0044,0.0269,1.3192
784,-0.0029,-0.0026,0.0258,1.3219
785,-0.0064,-0.0046,0.0229,1.3237
786,-0.008,-0.0027,0.0158,1.3203
787,0.0039,0.0072,0.0198,1.3187
788,-0.0049,0.0016,0.0133,1.3168
789,-0.009,-0.0021,0.0125,1.3177
790,-0.0098,0.0019,0.0031,1.3204
791,-0.0098,-0.0037,0.014,1.3161
792,-0.0176,-0.0066,0.0044,1.3143
793,-0.0162,-0.0049,0.0038,1.3161
794,-0.0117,-0.0006,0.0041,1.3166
795,-0.0107,-0.0012,0.0072,1.3181
796,0.0024,-0.0016,0.0344,1.3182
797,-0.0008,-0.0049,0.0346,1.3198
798,-0.0092,-0.0071,0.0222,1.3198
799,-0.0104,-0.0031,0.0117,1.3175
800,-0.023,-0.0105,0.0014,1.3148
801,-0.0103,-0.0021,0.0098,1.3141
802,-0.0135,-0.0039,0.0069,1.3123
803,-0.0045,-0.0026,0.0227,1.3181
804,0.0014,-0.0026,0.0346,1.3221
805,-0.0005,-0.0013,0.0279,1.3202
806,-0.0088,-0.0028,0.0143,1.3163
807,-0.0073,-0.0035,0.0188,1.3167
808,0.0016,0.0001,0.0293,1.3181
809,-0.0087,0.0001,0.0085,1.3136
810,0.0051,0.0172,0.0022,1.3124
811,-0.0125,-0.0032,0.0077,1.3085
812,-0.0171,-0.0063,0.0044,1.3075
813,-0.01,-0.0038,0.0138,1.3123
814,-0.0002,0.0014,0.0231,1.3182
815,-0.0036,0.002,0.0153,1.3203
816,-0.0002,-0.0009,0.0279,1.3186
817,0.0002,-0.0035,0.0339,1.3208
818,-0.011,-0.0051,0.0146,1.3189
819,-0.0131,-0.0024,0.0049,1.3137
820,-0.0048,0.0059,0.005,1.3156
821,-0.0178,-0.007,0.0046,1.3109
822,-0.0162,-0.0051,0.0039,1.3106
823,-0.0122,-0.0025,0.0068,1.3103
824,-0.0086,0.0004,0.0081,1.3117
825,-0.0107,-0.0018,0.0085,1.3138
826,-0.0016,-0.0028,0.0287,1.3137
827,-0.001,0.0011,0.0221,1.3155
828,-0.0097,0.0001,0.0066,1.3163
829,-0.0171,-0.0066,0.0053,1.3179
830,-0.0147,-0.0065,0.01,1.3188
831,-0.0051,0.0001,0.0159,1.3135
832,-0.0157,-0.0052,0.0051,1.313
833,-0.0134,-0.0052,0.0098,1.3138
834,-0.0085,-0.0022,0.0137,1.315
835,-0.001,0.0005,0.0233,1.3167
836,-0.0059,0.0028,0.0088,1.3141
837,-0.0155,-0.0045,0.0043,1.3149
838,-0.0052,0.0014,0.0132,1.3167
839,-0.0137,-0.0027,0.0044,1.3175
840,-0.0196,-0.0077,0.0025,1.317
841,-0.0145,-0.0062,0.0096,1.3142
842,-0.0109,-0.0005,0.0054,1.3132
843,-0.0092,-0.0007,0.0092,1.3143
844,-0.0167,-0.0073,0.0075,1.3167
845,-0.0158,-0.0049,0.0046,1.3179
846,-0.0193,-0.0085,0.0048,1.317
847,-0.0152,-0.0054,0.0069,1.3201
848,-0.0069,-0.0025,0.0176,1.3191
849,-0.0038,0.0002,0.0184,1.3175
850,-0.0114,0.0011,0.0014,1.3158
851,-0.0044,-0.0003,0.0181,1.3113
852,-0.0148,-0.0037,0.0038,1.3093
853,-0.0121,-0.0029,0.0077,1.3105
854,0.0023,0.002,0.0269,1.3124
855,-0.0038,-0.0011,0.0207,1.3122
856,-0.01,-0.0027,0.0115,1.3117
857,-0.0087,-0.0006,0.01,1.3141
858,-0.0033,-0.0024,0.0246,1.3164
859,-0.0081,-0.0036,0.0174,1.317
860,-0.0163,-0.0052,0.0041,1.3189
861,-0.0091,-0.0029,0.0137,1.309
862,-0.0108,0.0006,0.0034,1.307
863,-0.0151,-0.0037,0.0034,1.3075
864,-0.0171,-0.0057,0.0034,1.3077
865,-0.0004,-0.0001,0.0258,1.3108
866,0.0076,-0.0028,0.0471,1.3133
867,-0.0046,-0.0054,0.028,1.3137
868,-0.0105,-0.0028,0.0108,1.3109
869,-0.0127,-0.0013,0.0034,1.3089
870,-0.0197,-0.0072,0.0011,1.3087
871,-0.0145,-0.0066,0.0104,1.306
872,-0.0112,-0.0015,0.0067,1.3047
873,-0.0131,-0.0041,0.0082,1.3061
874,-0.0036,-0.0017,0.0225,1.308
875,-0.0116,-0.0019,0.0066,1.3063
876,-0.0064,0.0009,0.0114,1.3043
877,-0.0145,-0.0027,0.0026,1.3041
878,-0.0127,-0.0009,0.0026,1.3031
879,-0.015,-0.0036,0.0031,1.3026
880,-0.0264,-0.0154,0.0042,1.3025
881,-0.0083,0.0005,0.0085,1.3042
882,-0.0196,-0.0085,0.0039,1.3033
883,-0.0126,-0.0045,0.0099,1.3034
884,-0.0166,-0.0065,0.0058,1.3039
885,-0.0014,0.0015,0.0204,1.3055
886,0.0018,0.001,0.0277,1.3058
887,-0.0095,-0.0078,0.0227,1.3061
888,0.0076,0.0018,0.0378,1.3083
889,-0.0008,-0.0053,0.0351,1.3076
890,-0.021,-0.0101,0.0043,1.3055
891,-0.014,-0.0045,0.007,1.3015
892,-0.0069,-0.0013,0.015,1.3007
893,-0.0089,-0.0006,0.0095,1.2996
894,-0.0077,-0.0025,0.0157,1.3008
895,0.0066,-0.001,0.0414,1.3089
896,-0.0011,-0.0048,0.0335,1.3091
897,-0.0001,0.0032,0.0194,1.3061
898,-0.0123,-0.0023,0.006,1.3035
899,-0.0126,-0.0022,0.0053,1.3018
900,-0.0244,-0.0129,0.0032,1.3049
901,-0.0062,0.0042,0.0053,1.3016
902,-0.0088,0.0012,0.0061,1.302
903,-0.0084,-0.0002,0.0096,1.3019
904,-0.0133,-0.0033,0.0061,1.3033
905,-0.0124,-0.0024,0.0062,1.3031
906,-0.0065,-0.0001,0.0132,1.303
907,-0.011,-0.0035,0.0111,1.3035
908,-0.0158,-0.0048,0.0041,1.3042
909,-0.0053,0.0015,0.0124,1.3043
910,-0.0175,-0.0072,0.0054,1.3055
911,-0.0146,-0.0053,0.0075,1.3065
912,-0.0154,-0.0048,0.005,1.3058
913,-0.0169,-0.0063,0.0049,1.3063
914,-0.0195,-0.0092,0.0054,1.3079
915,-0.0071,0.0001,0.0117,1.3076
916,-0.011,-0.0006,0.0053,1.3054
917,-0.0025,-0.0002,0.0216,1.3078
918,0.0055,0.0006,0.0362,1.3124
919,-0.0093,-0.0026,0.0128,1.3113
920,-0.0134,-0.0029,0.0052,1.3097
921,-0.0059,-0.0015,0.0175,1.304
922,-0.0137,-0.0035,0.0057,1.3035
923,-0.0116,-0.0005,0.0039,1.3018
924,-0.015,-0.0043,0.0046,1.303
925,-0.017,-0.0053,0.0028,1.3048
926,-0.0151,-0.0093,0.0146,1.3046
927,-0.016,-0.0049,0.0038,1.3028
928,-0.0176,-0.0069,0.0047,1.3021
929,-0.0022,0.0049,0.0118,1.3026
930,-0.0235,-0.0169,0.013,1.3031
931,-0.0061,-0.0004,0.0145,1.2997
932,-0.0103,-0.0005,0.0063,1.2998
933,-0.0116,-0.0016,0.006,1.2986
934,-0.011,-0.0003,0.0045,1.2969
935,-0.0042,-0.0005,0.0185,1.297
936,-0.0081,-0.0011,0.0121,1.3003
937,0.0026,-0.0037,0.0386,1.3007
938,-0.0003,-0.0025,0.0304,1.299
939,-0.0053,-0.0064,0.0281,1.2982
940,-0.0094,0.0025,0.0023,1.3021
941,-0.0117,-0.0052,0.0128,1.2968
942,-0.0179,-0.0075,0.0051,1.2977
943,-0.012,-0.0033,0.0085,1.2962
944,-0.0036,-0.0025,0.0238,1.2971
945,0.0039,-0.0032,0.0402,1.3059
946,-0.0019,0.0006,0.0212,1.3035
947,-0.005,-0.0017,0.0194,1.3023
948,-0.006,-0.0001,0.0144,1.302
949,-0.015,-0.0063,0.0086,1.3004
950,-0.0155,-0.0045,0.0041,1.3009
951,-0.0031,0.0024,0.0149,1.2974
952,-0.0136,-0.0026,0.004,1.2973
953,-0.0028,-0.0037,0.0279,1.2981
954,-0.0092,-0.0037,0.0152,1.3018
955,0.0007,0.0004,0.0267,1.3006
956,0.0066,0.0012,0.0368,1.3034
957,-0.0014,-0.0016,0.0265,1.3056
958,-0.0153,-0.0059,0.0073,1.3042
959,-0.0117,-0.0047,0.0122,1.3042
960,-0.0112,0.0001,0.0035,1.3055
961,-0.008,-0.0003,0.0108,1.3028
962,-0.012,-0.0008,0.0037,1.3027
963,-0.0115,-0.0044,0.0119,1.3028
964,-0.005,-0.0025,0.021,1.3056
965,-0.0106,-0.0027,0.0103,1.3052
966,-0.0107,-0.0023,0.0092,1.3039
967,-0.0102,0.0003,0.005,1.304
968,-0.0128,-0.0037,0.0078,1.3034
969,-0.0127,-0.0028,0.0063,1.3054
970,-0.0162,-0.0064,0.0067,1.3094
971,-0.0105,-0.0027,0.0105,1.3039
972,-0.0111,0.0003,0.0033,1.3029
973,-0.0093,-0.0003,0.008,1.3044
974,-0.0109,-0.0025,0.0092,1.3063
975,-0.0131,-0.0069,0.0137,1.31
976,-0.0083,-0.0034,0.0163,1.3094
977,0.0062,-0.0002,0.0391,1.311
978,-0.0165,-0.0073,0.0076,1.3065
979,-0.0166,-0.0056,0.0041,1.3049
980,-0.0163,-0.0043,0.0021,1.3048
981,-0.0089,0.001,0.0061,1.3024
982,-0.0158,-0.0044,0.0032,1.3008
983,-0.0122,-0.0016,0.0048,1.303
984,-0.0021,-0.0006,0.0232,1.3038
985,-0.0123,-0.0042,0.0098,1.3024
986,-0.0081,-0.0018,0.0135,1.2995
987,-0.0191,-0.0078,0.0035,1.3022
988,-0.0132,-0.002,0.0036,1.301
989,-0.0067,0.002,0.0088,1.305
990,-0.0057,-0.0008,0.0163,1.3089
991,-0.0122,-0.0063,0.0141,1.3003
992,-0.0176,-0.0059,0.0025,1.2989
993,-0.0111,-0.0015,0.0068,1.2979
994,-0.0152,-0.0044,0.0044,1.2981
995,-0.0103,-0.0042,0.0138,1.2981
996,-0.0127,-0.0028,0.0062,1.2997
997,-0.0129,-0.0048,0.0097,1.3014
998,-0.0147,-0.0035,0.0036,1.299
999,-0.0102,0.0001,0.0054,1.2997
1000,-0.0027,0.0089,0.0028,1.2987
1001,-0.0102,-0.0041,0.0136,1.297
1002,-0.0164,-0.0048,0.0027,1.2963
1003,0.0065,0.0005,0.0381,1.2992
1004,-0.0118,-0.0068,0.016,1.3029
1005,-0.0088,-0.006,0.0204,1.3044
1006,0.0019,0.0017,0.0264,1.3036
1007,-0.0069,0.0016,0.0091,1.2999
1008,-0.0139,-0.0024,0.003,1.2996
1009,-0.0115,-0.0002,0.0035,1.2978
1010,-0.0112,0.0009,0.0019,1.3016
1011,-0.0151,-0.0047,0.0052,1.2969
1012,-0.0096,0.0012,0.0043,1.2965
1013,-0.0053,-0.0002,0.0159,1.2975
1014,-0.011,-0.0025,0.0092,1.3014
1015,-0.0094,-0.0051,0.0176,1.3055
1016,-0.0111,-0.002,0.0079,1.3036
1017,-0.0019,0.0021,0.0181,1.3003
1018,0.0047,-0.0026,0.0407,1.3015
1019,-0.0177,-0.0083,0.0072,1.3038
1020,-0.0254,-0.0136,0.0024,1.3049
1021,-0.0093,-0.0017,0.0108,1.3013
1022,-0.0214,-0.0101,0.0033,1.3026
1023,-0.0144,-0.0036,0.0044,1.3013
1024,-0.0161,-0.0045,0.0029,1.3008
1025,-0.011,-0.0037,0.0114,1.301
1026,-0.0155,-0.0045,0.004,1.3008
1027,-0.0146,-0.0061,0.009,1.2986
1028,-0.0167,-0.0072,0.0071,1.2993
1029,-0.0164,-0.0076,0.0083,1.3002
1030,-0.0121,-0.0,0.0017,1.2992
1031,-0.0107,-0.0036,0.0118,1.2988
1032,-0.0168,-0.0057,0.0038,1.2992
1033,-0.0131,-0.0017,0.0031,1.2975
1034,-0.0147,-0.0034,0.0033,1.297
1035,-0.0065,0.0021,0.0087,1.2962
1036,-0.0112,-0.0027,0.0092,1.3004
1037,-0.0039,-0.0003,0.0189,1.2986
1038,-0.0029,0.0048,0.0107,1.2996
1039,-0.0162,-0.0061,0.0057,1.2974
1040,-0.0081,-0.0034,0.0165,1.2962
1041,-0.0138,-0.0048,0.0078,1.2977
1042,-0.012,-0.0029,0.0077,1.298
1043,-0.0054,-0.0013,0.0179,1.2971
1044,-0.0059,0.0019,0.0104,1.2971
1045,-0.0126,-0.0044,0.0095,1.2965
1046,-0.0136,-0.0029,0.0045,1.2953
1047,-0.0139,-0.0048,0.0077,1.2952
1048,-0.0162,-0.0068,0.007,1.295
1049,-0.0106,-0.0031,0.011,1.2964
1050,-0.0221,-0.0108,0.0034,1.2958
1051,-0.0147,-0.0074,0.0112,1.2935
1052,-0.0118,-0.0036,0.0093,1.2933
1053,-0.0168,-0.0056,0.0036,1.2921
1054,-0.013,-0.0017,0.0033,1.29
1055,-0.007,-0.003,0.0177,1.2888
1056,-0.0136,-0.0034,0.0053,1.2894
1057,0.0012,-0.0009,0.0299,1.2889
1058,-0.0125,-0.0046,0.0099,1.2882
1059,-0.0178,-0.0078,0.0056,1.2872
1060,-0.0117,-0.0009,0.0041,1.2836
1061,-0.0108,-0.0027,0.0097,1.2856
1062,-0.0194,-0.0079,0.0028,1.2855
1063,-0.0094,0.0009,0.005,1.2856
1064,-0.0151,-0.0043,0.0043,1.287
1065,-0.0127,-0.0063,0.0131,1.2896
1066,-0.0079,0.0005,0.0089,1.2899
1067,-0.0131,-0.0061,0.0119,1.2912
1068,-0.0095,-0.0046,0.0161,1.2893
1069,-0.0097,-0.0014,0.0093,1.2887
1070,-0.0162,-0.005,0.0034,1.2895
1071,-0.0043,0.0003,0.0164,1.284
1072,-0.0121,-0.0032,0.0079,1.2848
1073,0.0029,0.0044,0.0227,1.2816
1074,-0.0066,-0.005,0.0225,1.2849
1075,-0.0086,-0.0067,0.0218,1.2847
1076,-0.0011,0.0001,0.0233,1.2846
1077,-0.0112,-0.0029,0.0091,1.2864
1078,-0.0208,-0.0111,0.0063,1.286
1079,-0.0158,-0.0059,0.006,1.2868
1080,-0.0221,-0.0101,0.0018,1.2881
1081,-0.0057,-0.0015,0.0173,1.284
1082,-0.0123,-0.0026,0.0062,1.2833
1083,-0.0158,-0.0069,0.0077,1.2817
1084,-0.0102,-0.0013,0.0079,1.2813
1085,-0.0111,-0.0043,0.0119,1.2798
1086,0.0018,-0.001,0.0313,1.2806
1087,0.0033,0.0032,0.026,1.282
1088,-0.0041,-0.0027,0.0227,1.2834
1089,-0.0101,-0.0043,0.0141,1.283
1090,-0.004,0.0065,0.0047,1.2839
1091,-0.003,-0.0002,0.0202,1.2836
1092,-0.0158,-0.0045,0.0031,1.283
1093,-0.0089,0.0014,0.0051,1.2845
1094,-0.0134,-0.0044,0.0077,1.284
1095,-0.0123,-0.0021,0.0054,1.286
1096,-0.0155,-0.0072,0.0092,1.2869
1097,-0.018,-0.0077,0.0051,1.2881
1098,-0.0138,-0.0029,0.004,1.2854
1099,-0.0174,-0.006,0.003,1.2868
1100,-0.0152,-0.0034,0.0021,1.2882
1101,-0.0103,-0.0016,0.0084,1.2856
1102,-0.0178,-0.0062,0.0025,1.2835
1103,-0.0083,-0.0019,0.0129,1.282
1104,-0.0207,-0.0118,0.0079,1.282
1105,0.0016,-0.0035,0.0359,1.2868
1106,0.0022,-0.0049,0.0399,1.2852
1107,-0.0101,0.0009,0.0036,1.2817
1108,-0.0158,-0.0045,0.003,1.2799
1109,-0.0174,-0.0062,0.0032,1.2789
1110,-0.0019,0.0104,0.0009,1.2765
1111,-0.0089,-0.002,0.0119,1.2793
1112,-0.0146,-0.0042,0.0049,1.2786
1113,-0.0122,-0.003,0.0072,1.2776
1114,-0.0121,-0.0016,0.0046,1.2786
1115,-0.0063,-0.0006,0.0143,1.2778
1116,-0.012,-0.0032,0.0079,1.2781
1117,-0.0142,-0.0028,0.003,1.2811
1118,-0.0072,0.0029,0.0055,1.2818
1119,-0.0056,-0.001,0.0165,1.2827
1120,-0.0168,-0.006,0.0042,1.2858
1121,-0.0165,-0.0073,0.0072,1.2815
1122,-0.0122,-0.0042,0.0096,1.2806
1123,-0.0161,-0.0084,0.0101,1.2799
1124,-0.015,-0.0045,0.0045,1.2802
1125,-0.0121,-0.0015,0.0044,1.2808
1126,-0.0179,-0.0065,0.0028,1.2795
1127,-0.0052,0.002,0.0113,1.2807
1128,-0.0134,-0.0036,0.006,1.2766
1129,-0.0111,-0.0046,0.0126,1.2809
1130,-0.0119,0.0002,0.0015,1.2814
1131,-0.0066,-0.0002,0.013,1.2814
1132,-0.0027,0.0033,0.0136,1.2801
1133,-0.0157,-0.0054,0.005,1.2802
1134,-0.016,-0.0052,0.0041,1.2807
1135,-0.0062,-0.0003,0.0137,1.28
1136,-0.0017,-0.0012,0.0247,1.2834
1137,-0.0145,-0.003,0.0027,1.2842
1138,-0.0082,-0.004,0.0174,1.2857
1139,-0.0164,-0.0053,0.0034,1.2858
1140,-0.0045,-0.004,0.0247,1.2846
1141,-0.015,-0.0049,0.0054,1.2836
1142,-0.0131,-0.0025,0.0045,1.2834
1143,-0.0068,-0.0004,0.0128,1.2816
1144,-0.0087,0.0012,0.0058,1.2832
1145,-0.0094,0.0013,0.0043,1.2876
1146,-0.0041,0.0033,0.0109,1.2905
1147,-0.0111,-0.0007,0.005,1.2913
1148,-0.0078,-0.0005,0.0112,1.291
1149,-0.0126,-0.0061,0.0127,1.2901
1150,-0.0117,0.0002,0.0021,1.2928
1151,-0.0115,-0.0049,0.0124,1.2875
1152,-0.0174,-0.0059,0.0027,1.2882
1153,-0.0075,-0.0056,0.022,1.2899
1154,-0.0078,-0.0038,0.0181,1.2947
1155,-0.0074,0.0006,0.0099,1.2947
1156,-0.003,0.0008,0.0182,1.2891
1157,0.005,0.0014,0.0328,1.2886
1158,-0.0118,-0.0025,0.0071,1.2901
1159,-0.0123,-0.0041,0.0094,1.2894
1160,-0.0057,-0.0027,0.0198,1.2919
1161,-0.0134,-0.0043,0.0077,1.2897
1162,-0.0158,-0.0056,0.0055,1.2882
1163,-0.0175,-0.0101,0.0109,1.2871
1164,-0.007,-0.0016,0.0148,1.2857
1165,-0.0117,-0.0055,0.0132,1.2862
1166,0.003,0.0007,0.0303,1.2855
1167,-0.006,-0.0004,0.0146,1.2878
1168,-0.014,-0.003,0.0038,1.2864
1169,-0.0092,-0.0001,0.0076,1.2857
1170,-0.0232,-0.0107,0.0008,1.2839
1171,-0.0076,-0.0011,0.0126,1.2817
1172,-0.0163,-0.0057,0.0044,1.2805
1173,0.0019,-0.0004,0.0301,1.2799
1174,0.0142,0.0033,0.0476,1.2832
1175,-0.0036,0.0002,0.0182,1.2832
1176,-0.0103,-0.0023,0.0096,1.2832
1177,-0.0129,-0.0037,0.0073,1.2822
1178,-0.0122,-0.0016,0.0045,1.2831
1179,-0.0075,-0.0039,0.0184,1.2789
1180,-0.0134,-0.0019,0.0025,1.2815
1181,-0.0077,0.0019,0.0063,1.2806
1182,-0.0095,0.0013,0.004,1.28
1183,-0.0074,0.0015,0.0078,1.2787
1184,-0.0214,-0.0128,0.0084,1.2817
1185,-0.0156,-0.0053,0.0049,1.2812
1186,-0.0128,-0.0046,0.0091,1.2829
