update,total_loss,policy_loss,value_loss,entropy
1345,0.045,-0.0003,0.1155,1.2503
1346,0.0456,0.0001,0.1161,1.253
1347,0.0268,0.0009,0.0767,1.2507
1348,0.0095,0.0016,0.0408,1.2502
1349,0.0087,0.0005,0.0414,1.2494
1350,-0.0074,0.0017,0.0067,1.2435
1351,0.0115,0.0001,0.0476,1.2414
1352,0.0251,0.0001,0.0749,1.2426
1353,0.011,-0.0001,0.0471,1.2447
1354,0.0078,0.0003,0.04,1.2522
1355,0.0074,0.0013,0.0372,1.2497
1356,0.0024,-0.0003,0.0303,1.245
1357,-0.0007,0.0012,0.0211,1.2422
1358,-0.0031,-0.0003,0.0193,1.2456
1359,0.0131,0.0009,0.0493,1.2447
1360,-0.0083,0.0003,0.0074,1.2407
1361,0.009,-0.0002,0.0432,1.241
1362,-0.0016,-0.001,0.0235,1.2427
1363,0.0505,-0.0009,0.1275,1.2426
1364,0.0473,-0.0013,0.1222,1.2539
1365,0.0362,0.0013,0.0949,1.2578
1366,0.013,0.0004,0.0502,1.2467
1367,0.0403,0.0006,0.1043,1.2505
1368,0.037,0.0001,0.0991,1.2599
1369,0.0497,0.0,0.1246,1.2589
1370,-0.0024,-0.0033,0.0268,1.2539
1371,0.0295,0.0005,0.0828,1.2404
1372,0.0475,0.0007,0.1184,1.2437
1373,0.0054,0.0005,0.0348,1.248
1374,0.0158,0.0008,0.0552,1.2659
1375,0.0362,-0.001,0.0996,1.2599
1376,0.0293,-0.0004,0.0842,1.249
1377,0.0112,-0.0001,0.0477,1.2498
1378,0.0029,-0.0006,0.032,1.2509
1379,0.0071,0.0012,0.0368,1.2493
1380,-0.0074,-0.0008,0.0116,1.24
1381,0.0248,0.0003,0.0737,1.237
1382,0.0161,0.0001,0.0568,1.2399
1383,0.0043,-0.0008,0.0349,1.2408
1384,0.0108,-0.0004,0.0473,1.2484
1385,0.0298,0.0002,0.0842,1.2508
1386,0.006,0.0001,0.0368,1.2438
1387,0.0358,0.0011,0.0944,1.247
1388,0.0315,0.0008,0.0863,1.2411
1389,0.0142,-0.0004,0.054,1.2379
1390,-0.0073,0.0008,0.0084,1.2358
1391,0.0111,0.0002,0.0466,1.2341
1392,0.0044,0.0001,0.0333,1.235
1393,0.0256,0.0004,0.0751,1.2373
1394,0.0307,-0.0001,0.0864,1.2427
1395,0.0465,0.0002,0.1175,1.2423
1396,0.0438,-0.0003,0.1132,1.2454
1397,0.0105,-0.0001,0.0461,1.2436
1398,0.0033,-0.0007,0.0326,1.2385
1399,0.0067,-0.0008,0.0398,1.2385
1400,-0.0071,-0.001,0.0124,1.2342
1401,0.0146,0.0005,0.0529,1.2355
1402,0.0111,0.0003,0.0463,1.235
1403,0.0089,0.0004,0.0417,1.2376
1404,0.0059,0.0001,0.0364,1.2447
1405,0.0113,0.0001,0.0472,1.2409
1406,0.0052,0.0004,0.0346,1.2494
1407,0.0228,0.0014,0.0678,1.2549
1408,-0.0051,-0.0001,0.0152,1.2539
1409,0.0492,-0.0001,0.1237,1.2542
1410,0.002,0.0073,0.0145,1.2542
1411,0.025,-0.0005,0.0756,1.2332
1412,0.0205,0.0006,0.0645,1.2357
1413,0.076,-0.0,0.1769,1.2442
1414,0.0238,0.0001,0.0727,1.2659
1415,0.0491,0.0006,0.1223,1.2631
1416,0.041,-0.0005,0.108,1.2476
1417,0.0322,-0.0001,0.0894,1.2418
1418,0.0122,0.001,0.0472,1.2351
1419,0.0203,-0.0011,0.0675,1.235
1420,-0.0053,-0.0012,0.0166,1.235
1421,0.0144,-0.0008,0.055,1.2315
1422,0.0292,0.0003,0.0826,1.2357
1423,0.0325,-0.0001,0.0901,1.2383
1424,0.0114,0.0002,0.0473,1.2476
1425,0.0383,-0.0003,0.1022,1.2537
1426,0.0311,0.0004,0.0865,1.2506
1427,0.0345,-0.0012,0.0964,1.2447
1428,0.0128,-0.0004,0.0512,1.236
1429,0.0527,-0.0005,0.131,1.2359
1430,-0.0022,0.001,0.0184,1.243
1431,0.0121,-0.0003,0.0494,1.2306
1432,0.0024,0.0003,0.0288,1.2328
1433,0.0109,-0.0001,0.0466,1.2325
1434,0.0087,0.0018,0.0384,1.2354
1435,0.0019,-0.0009,0.0303,1.2318
1436,0.003,-0.0004,0.0315,1.2331
1437,-0.0017,0.0,0.0213,1.2322
1438,-0.0019,0.0002,0.0205,1.2384
1439,0.0502,0.0,0.1252,1.2435
1440,-0.0043,0.0014,0.0135,1.2461
1441,0.0266,-0.0007,0.0792,1.2304
1442,0.0102,-0.0001,0.0451,1.2308
1443,0.0127,0.0009,0.0482,1.2311
1444,0.0056,0.001,0.0338,1.2358
1445,0.0085,-0.0001,0.0417,1.2311
1446,0.0068,-0.0006,0.0395,1.2391
1447,0.0501,-0.0002,0.1255,1.2425
1448,0.0121,0.0001,0.0486,1.2365
1449,0.0111,0.0001,0.0467,1.2353
1450,-0.0003,0.0032,0.0176,1.2332
1451,0.0155,-0.0001,0.0559,1.2275
1452,0.0104,0.0004,0.0445,1.2287
1453,0.0258,-0.0008,0.0777,1.2305
1454,0.0248,-0.0016,0.0775,1.2346
1455,0.0603,0.0021,0.1411,1.2345
1456,0.0265,-0.0002,0.0783,1.2456
1457,0.0158,-0.0001,0.0565,1.2385
1458,0.0152,-0.0022,0.0593,1.2307
1459,0.0143,0.0009,0.0515,1.2367
1460,-0.0054,0.001,0.0118,1.229
1461,0.0124,-0.0004,0.05,1.224
1462,0.0165,-0.0,0.0576,1.229
1463,0.0079,-0.0001,0.0404,1.2264
1464,0.0062,0.0003,0.0363,1.2303
1465,0.0041,-0.0005,0.0339,1.226
1466,0.0091,0.0009,0.041,1.2311
1467,0.0125,0.0006,0.0485,1.2336
1468,0.0065,-0.0002,0.0379,1.2303
1469,0.0263,-0.0006,0.0785,1.2354
1470,-0.006,-0.0021,0.0168,1.232
1471,0.0197,0.0005,0.0628,1.2238
1472,0.0169,-0.0005,0.0593,1.2263
1473,0.0473,-0.0013,0.1218,1.231
1474,0.0121,-0.0002,0.0495,1.2471
1475,0.0457,-0.0006,0.1176,1.2482
1476,0.0164,0.0002,0.0572,1.2384
1477,0.0016,0.0002,0.0274,1.2312
1478,0.0021,-0.0002,0.0293,1.2322
1479,0.0051,0.0004,0.0339,1.2285
1480,-0.0126,-0.0047,0.0087,1.2267
1481,0.0135,-0.0002,0.0518,1.2237
1482,0.0108,-0.0001,0.0464,1.2245
1483,0.0292,0.0008,0.0813,1.2264
1484,0.0359,0.0012,0.094,1.2309
1485,0.0673,0.0007,0.1578,1.2287
1486,0.06,0.0002,0.1443,1.2353
1487,0.0493,-0.0004,0.124,1.2358
1488,0.0349,0.0015,0.0913,1.2267
1489,0.0263,-0.0007,0.0785,1.2246
1490,0.0014,0.0048,0.0177,1.2274
1491,0.0071,-0.0003,0.0393,1.2225
1492,0.002,0.0004,0.0275,1.2228
1493,0.0578,0.0009,0.1383,1.2248
1494,0.0409,0.0009,0.1049,1.2386
1495,0.0441,-0.0014,0.1158,1.2389
1496,0.0302,-0.0008,0.0869,1.2365
1497,0.0349,-0.0002,0.095,1.2338
1498,0.0266,0.0008,0.0763,1.2356
1499,0.0082,-0.0001,0.0412,1.2286
1500,-0.0034,0.0015,0.0148,1.2237
1501,0.0214,0.0008,0.0656,1.2215
1502,0.0229,0.0003,0.0697,1.2225
1503,0.0283,-0.0002,0.0814,1.2228
1504,0.0173,0.0006,0.0579,1.225
1505,0.0179,0.0,0.0602,1.2229
1506,0.0128,-0.0023,0.0547,1.2315
1507,0.0174,0.0007,0.058,1.2326
1508,0.0198,-0.0002,0.0646,1.2312
1509,0.0163,0.0006,0.056,1.2272
1510,-0.0097,0.0009,0.0035,1.2304
1511,0.0095,0.0003,0.0428,1.2222
1512,0.018,-0.0001,0.0607,1.2232
1513,0.0074,-0.0002,0.0397,1.2222
1514,0.0159,-0.0009,0.0581,1.2295
1515,0.0133,0.0009,0.0494,1.2312
1516,0.0109,0.0007,0.0451,1.2304
1517,0.0133,0.0003,0.0506,1.2282
1518,0.0104,0.0006,0.0441,1.2274
1519,0.0076,-0.0003,0.0404,1.2246
1520,0.0016,0.0062,0.0152,1.2217
1521,0.0095,-0.0009,0.0452,1.2232
1522,0.0221,0.0013,0.0661,1.2249
1523,0.021,-0.0002,0.0669,1.2271
1524,0.0118,-0.0008,0.0503,1.244
1525,0.0066,-0.0002,0.0382,1.2306
1526,0.0053,0.0004,0.0344,1.2284
1527,0.0031,0.0005,0.0298,1.2266
1528,0.0003,-0.001,0.0272,1.2313
1529,0.0101,0.0006,0.0437,1.2329
1530,-0.0121,-0.0039,0.0079,1.2237
1531,0.0051,0.0004,0.034,1.2248
1532,0.0027,0.0007,0.0286,1.2258
1533,0.0061,0.0009,0.035,1.2258
1534,0.0168,0.0003,0.0574,1.228
1535,0.0593,0.0001,0.143,1.2327
1536,0.0346,-0.0003,0.0949,1.2498
1537,0.042,0.0004,0.1082,1.2501
1538,0.0242,0.0013,0.0706,1.2352
1539,-0.0004,0.0001,0.0235,1.2285
1540,-0.0054,0.0024,0.0089,1.2273
1541,0.0018,-0.0005,0.0291,1.2267
1542,0.0095,-0.0002,0.044,1.227
1543,0.0763,-0.0007,0.1787,1.2353
1544,0.0268,0.0002,0.0783,1.2576
1545,0.0036,-0.0003,0.033,1.2627
1546,0.0049,-0.0,0.0352,1.2708
1547,0.0479,-0.0003,0.1218,1.2606
1548,0.0254,-0.0003,0.0764,1.2525
1549,0.006,0.0005,0.0358,1.2392
1550,-0.012,-0.0043,0.0092,1.2299
1551,0.0167,0.0,0.058,1.2283
1552,0.0142,-0.0005,0.054,1.2293
1553,0.0525,0.0,0.1296,1.2343
1554,0.0379,-0.0029,0.1066,1.2485
1555,0.0349,0.0,0.0947,1.2507
1556,0.0086,-0.0011,0.0443,1.2508
1557,0.0137,0.0003,0.0516,1.2432
1558,0.0082,-0.0011,0.0432,1.231
1559,0.0072,-0.0021,0.0432,1.2296
1560,-0.004,0.0025,0.0118,1.2318
1561,0.0171,0.001,0.0569,1.2303
1562,0.0394,0.0004,0.1026,1.231
1563,0.0639,0.0004,0.1517,1.2365
1564,0.061,0.0002,0.1465,1.2401
1565,0.0327,-0.0005,0.0911,1.2343
1566,0.0224,-0.0018,0.0731,1.2354
1567,0.014,0.0005,0.0516,1.2344
1568,0.0095,-0.0003,0.0443,1.2443
1569,0.0287,-0.0011,0.0844,1.244
1570,-0.0074,-0.0021,0.0141,1.2371
1571,0.0097,0.0005,0.0431,1.2332
1572,0.015,0.0009,0.0528,1.232
1573,0.0158,-0.0005,0.0574,1.2366
1574,0.0137,-0.0012,0.0549,1.2533
1575,0.0287,0.0001,0.0822,1.2457
1576,0.0098,-0.0002,0.0449,1.2418
1577,0.04,0.0003,0.1041,1.2392
1578,0.0063,-0.0002,0.0377,1.2352
1579,0.0104,0.0012,0.0431,1.2342
1580,-0.0108,-0.0029,0.0091,1.2366
1581,0.0049,0.0002,0.034,1.2306
1582,0.0185,0.0009,0.0598,1.2331
1583,0.0134,0.0006,0.0502,1.2303
1584,0.0184,0.0009,0.0597,1.2372
1585,0.0158,0.001,0.0543,1.2366
1586,0.0042,-0.0005,0.0341,1.2393
1587,0.0276,-0.0002,0.0803,1.2413
1588,0.0017,-0.0007,0.0294,1.2317
1589,0.0035,0.0008,0.0302,1.2326
1590,-0.0035,0.0039,0.0099,1.2314
1591,0.0104,0.0001,0.0453,1.2308
1592,0.0097,-0.0005,0.045,1.2325
1593,0.0015,-0.0004,0.0284,1.2317
1594,0.0024,-0.0007,0.031,1.2323
1595,-0.0033,0.0004,0.0174,1.2328
1596,-0.0002,0.0,0.0243,1.2375
1597,0.0416,-0.0006,0.1091,1.237
1598,0.0442,0.0023,0.1087,1.2399
1599,0.0241,-0.0012,0.0753,1.2385
1600,-0.0068,-0.0002,0.0116,1.2352
